text,label,sublabel,subject_of_interest,font
"Quais livros abordam bem o tema de economia comportamental?",searching_for_information, book_search, economia comportamental
"Procuro material sobre desenvolvimento web fullstack",searching_for_information, book_search, desenvolvimento web fullstack
"Em qual capítulo do livro de estatística fala sobre regressão linear?",searching_for_information, book_search, regressão linear, estatística
"Onde encontro conteúdo sobre literatura brasileira modernista?",searching_for_information, book_search, literatura brasileira modernista
"Preciso de referências sobre psicologia organizacional",searching_for_information, book_and_article_search, psicologia organizacional
"Em qual parte do livro de bioquímica posso estudar sobre metabolismo?",searching_for_information, book_search, metabolismo, bioquímica
"Quais são os melhores recursos para aprender sobre banco de dados?",searching_for_information, book_search, banco de dados
"Onde posso encontrar informações sobre história da arte renascentista?",searching_for_information, book_search, história da arte renascentista
"Busco livros sobre gestão de recursos humanos",searching_for_information, book_search, gestão de recursos humanos
"Em qual seção do manual de direito penal fala sobre crimes contra a vida?",searching_for_information, book_search, crimes contra a vida, manual de direito penal
"Procuro artigos sobre mudanças climáticas",searching_for_information, article_search, mudanças climáticas
"Onde encontro material sobre filosofia antiga?",searching_for_information, book_search, filosofia antiga
"Preciso de indicações de livros sobre contabilidade básica",searching_for_information, book_search, contabilidade básica
"Em qual parte do livro de álgebra linear posso estudar sobre matrizes?",searching_for_information, book_search, matrizes, álgebra linear
"Quais são as melhores fontes para estudar sobre imunologia?",searching_for_information, book_search, imunologia
"Onde posso encontrar conteúdo sobre psicologia do desenvolvimento?",searching_for_information, book_search, psicologia do desenvolvimento
"Busco referências sobre engenharia de software",searching_for_information, book_and_article_search, engenharia de software
"Em qual capítulo do livro de química analítica fala sobre titulação?",searching_for_information, book_search, titulação, química analítica
"Procuro material sobre história da música clássica",searching_for_information, book_search, história da música clássica
"Onde encontro informações sobre anatomia do sistema respiratório?",searching_for_information, book_search, sistema respiratório, anatomia
"Quais livros explicam bem mecânica quântica para iniciantes?",searching_for_information, book_search, mecânica quântica para iniciantes
"Em qual parte do manual de direito constitucional posso estudar sobre direitos fundamentais?",searching_for_information, book_search, direitos fundamentais, manual de direito constitucional
"Preciso de referências sobre gestão da qualidade",searching_for_information, book_and_article_search, gestão da qualidade
"Onde posso encontrar material sobre antropologia cultural?",searching_for_information, book_search, antropologia cultural
"Busco artigos sobre inteligência artificial em saúde",searching_for_information, article_search, inteligência artificial em saúde
"Em qual seção do livro de microbiologia fala sobre bactérias?",searching_for_information, book_search, bactérias, microbiologia
"Procuro conteúdo sobre história da filosofia medieval",searching_for_information, book_search, história da filosofia medieval
"Onde encontro informações sobre estruturas de dados em computação?",searching_for_information, book_search, estruturas de dados em computação
"Quais são as melhores fontes para estudar sobre marketing internacional?",searching_for_information, book_search, marketing internacional
"Em qual parte do livro de geometria analítica posso estudar sobre vetores?",searching_for_information, book_search, vetores, geometria analítica
"Preciso de indicações de livros sobre psicopatologia",searching_for_information, book_search, psicopatologia
"Onde posso encontrar material sobre direito administrativo?",searching_for_information, book_search, direito administrativo
"Busco referências sobre gestão ambiental",searching_for_information, book_and_article_search, gestão ambiental
"Em qual capítulo do livro de farmacologia fala sobre anti-inflamatórios?",searching_for_information, book_search, anti-inflamatórios, farmacologia
"Procuro artigos sobre neuropsicologia",searching_for_information, article_search, neuropsicologia
"Onde encontro conteúdo sobre história do cinema?",searching_for_information, book_search, história do cinema
"Quais livros abordam bem o tema de física moderna?",searching_for_information, book_search, física moderna
"Em qual parte do manual de contabilidade posso estudar sobre balanço patrimonial?",searching_for_information, book_search, balanço patrimonial, contabilidade
"Preciso de referências sobre linguística aplicada",searching_for_information, book_and_article_search, linguística aplicada
"Onde posso encontrar material sobre arquitetura modernista?",searching_for_information, book_search, arquitetura modernista
"Busco artigos sobre biotecnologia",searching_for_information, article_search, biotecnologia
"Em qual seção do livro de anatomia fala sobre sistema cardiovascular?",searching_for_information, book_search, sistema cardiovascular, anatomia
"Procuro conteúdo sobre história da América Latina",searching_for_information, book_search, história da América Latina
"Onde encontro informações sobre cálculo numérico?",searching_for_information, book_search, cálculo numérico
"Quais são as melhores fontes para estudar sobre direito tributário?",searching_for_information, book_search, direito tributário
"Em qual parte do livro de química orgânica posso estudar sobre aromáticos?",searching_for_information, book_search, aromáticos, química orgânica
"Preciso de indicações de livros sobre psicologia social",searching_for_information, book_search, psicologia social
"Onde posso encontrar material sobre análise de circuitos elétricos?",searching_for_information, book_search, análise de circuitos elétricos
"Busco referências sobre gestão estratégica",searching_for_information, book_and_article_search, gestão estratégica
"Em qual capítulo do livro de biologia molecular fala sobre DNA?",searching_for_information, book_search, DNA, biologia molecular
"Procuro artigos sobre desenvolvimento sustentável",searching_for_information, article_search, desenvolvimento sustentável
"Onde encontro conteúdo sobre história da arte moderna?",searching_for_information, book_search, história da arte moderna
"Quais livros explicam bem relatividade geral?",searching_for_information, book_search, relatividade geral
"Em qual parte do manual de direito do trabalho posso estudar sobre rescisão contratual?",searching_for_information, book_search, rescisão contratual, direito do trabalho
"Preciso de referências sobre análise financeira",searching_for_information, book_and_article_search, análise financeira
"Onde posso encontrar material sobre sociologia urbana?",searching_for_information, book_search, sociologia urbana
"Busco artigos sobre inteligência artificial em educação",searching_for_information, article_search, inteligência artificial em educação
"Em qual seção do livro de fisiologia fala sobre sistema endócrino?",searching_for_information, book_search, sistema endócrino, fisiologia
"Procuro conteúdo sobre história da tecnologia",searching_for_information, book_search, história da tecnologia
"Onde encontro informações sobre análise de algoritmos?",searching_for_information, book_search, análise de algoritmos
"Quais são as melhores fontes para estudar sobre direito empresarial?",searching_for_information, book_search, direito empresarial
"Em qual parte do livro de ecologia posso estudar sobre ecossistemas?",searching_for_information, book_search, ecossistemas, ecologia
"Preciso de indicações de livros sobre teoria literária",searching_for_information, book_search, teoria literária
"Onde posso encontrar material sobre resistência dos materiais?",searching_for_information, book_search, resistência dos materiais
"Busco referências sobre gestão de marketing",searching_for_information, book_and_article_search, gestão de marketing
"Em qual capítulo do livro de embriologia fala sobre desenvolvimento embrionário?",searching_for_information, book_search, desenvolvimento embrionário, embriologia
"Procuro artigos sobre psicologia experimental",searching_for_information, article_search, psicologia experimental
"Onde encontro conteúdo sobre história da matemática?",searching_for_information, book_search, história da matemática
"Quais livros abordam bem o tema de termodinâmica química?",searching_for_information, book_search, termodinâmica química
"Em qual parte do manual de direito processual posso estudar sobre recursos?",searching_for_information, book_search, recursos, direito processual
"Preciso de referências sobre gestão da inovação",searching_for_information, book_and_article_search, gestão da inovação
"Onde posso encontrar material sobre arqueologia clássica?",searching_for_information, book_search, arqueologia clássica
"Busco artigos sobre machine learning",searching_for_information, article_search, machine learning
"Em qual seção do livro de histologia fala sobre tecidos?",searching_for_information, book_search, tecidos, histologia
"Procuro conteúdo sobre história da economia",searching_for_information, book_search, história da economia
"Onde encontro informações sobre álgebra abstrata?",searching_for_information, book_search, álgebra abstrata
"Quais são as melhores fontes para estudar sobre direito internacional?",searching_for_information, book_search, direito internacional
"Em qual parte do livro de bioquímica posso estudar sobre enzimas?",searching_for_information, book_search, enzimas, bioquímica
"Preciso de indicações de livros sobre psicologia clínica",searching_for_information, book_search, psicologia clínica
"Onde posso encontrar material sobre mecânica dos fluidos?",searching_for_information, book_search, mecânica dos fluidos
"Busco referências sobre gestão de operações",searching_for_information, book_and_article_search, gestão de operações
"Em qual capítulo do livro de imunologia fala sobre anticorpos?",searching_for_information, book_search, anticorpos, imunologia
"Procuro artigos sobre desenvolvimento web",searching_for_information, article_search, desenvolvimento web
"Onde encontro conteúdo sobre história da filosofia moderna?",searching_for_information, book_search, história da filosofia moderna
"Quais livros explicam bem mecânica clássica?",searching_for_information, book_search, mecânica clássica
"Em qual parte do manual de direito ambiental posso estudar sobre licenciamento?",searching_for_information, book_search, licenciamento, direito ambiental
"Preciso de referências sobre controladoria",searching_for_information, book_and_article_search, controladoria
"Onde posso encontrar material sobre antropologia social?",searching_for_information, book_search, antropologia social
"Busco artigos sobre deep learning",searching_for_information, article_search, deep learning
"Em qual seção do livro de patologia fala sobre inflamação?",searching_for_information, book_search, inflamação, patologia
"Procuro conteúdo sobre história da psicologia",searching_for_information, book_search, história da psicologia
"Onde encontro informações sobre cálculo vetorial?",searching_for_information, book_search, cálculo vetorial
"Quais são as melhores fontes para estudar sobre direito civil?",searching_for_information, book_search, direito civil
"Em qual parte do livro de física quântica posso estudar sobre dualidade onda-partícula?",searching_for_information, book_search, dualidade onda-partícula, física quântica
"Preciso de indicações de livros sobre terapia cognitivo-comportamental",searching_for_information, book_search, terapia cognitivo-comportamental
"Onde posso encontrar material sobre engenharia estrutural?",searching_for_information, book_search, engenharia estrutural
"Busco referências sobre gestão de pessoas",searching_for_information, book_and_article_search, gestão de pessoas
"Em qual capítulo do livro de neuroanatomia fala sobre córtex cerebral?",searching_for_information, book_search, córtex cerebral, neuroanatomia
"Procuro artigos sobre realidade virtual",searching_for_information, article_search, realidade virtual
"Onde encontro conteúdo sobre história antiga?",searching_for_information, book_search, história antiga
"Quais livros abordam bem o tema de química inorgânica?",searching_for_information, book_search, química inorgânica
"Em qual parte do manual de direito comercial posso estudar sobre sociedades?",searching_for_information, book_search, sociedades, direito comercial
"Preciso de referências sobre auditoria",searching_for_information, book_and_article_search, auditoria
"Onde posso encontrar material sobre linguística histórica?",searching_for_information, book_search, linguística histórica
"Busco artigos sobre computação em nuvem",searching_for_information, article_search, computação em nuvem
"Em qual seção do livro de botânica fala sobre fotossíntese?",searching_for_information, book_search, fotossíntese, botânica
"Procuro conteúdo sobre história medieval",searching_for_information, book_search, história medieval
"Onde encontro informações sobre teoria dos números?",searching_for_information, book_search, teoria dos números
"Quais são as melhores fontes para estudar sobre direito penal?",searching_for_information, book_search, direito penal
"Em qual parte do livro de química analítica posso estudar sobre espectrofotometria?",searching_for_information, book_search, espectrofotometria, química analítica
"Preciso de indicações de livros sobre psicanálise",searching_for_information, book_search, psicanálise
"Onde posso encontrar material sobre teoria da computação?",searching_for_information, book_search, teoria da computação
"Busco referências sobre gestão financeira",searching_for_information, book_and_article_search, gestão financeira
"Em qual capítulo do livro de parasitologia fala sobre protozoários?",searching_for_information, book_search, protozoários, parasitologia
"Procuro artigos sobre internet das coisas",searching_for_information, article_search, internet das coisas
"Onde encontro conteúdo sobre história do direito?",searching_for_information, book_search, história do direito
"Quais livros explicam bem relatividade especial?",searching_for_information, book_search, relatividade especial
"Em qual parte do manual de direito administrativo posso estudar sobre licitações?",searching_for_information, book_search, licitações, direito administrativo
"Preciso de referências sobre contabilidade gerencial",searching_for_information, book_and_article_search, contabilidade gerencial
"Onde posso encontrar material sobre antropologia urbana?",searching_for_information, book_search, antropologia urbana
"Busco artigos sobre processamento de linguagem natural",searching_for_information, article_search, processamento de linguagem natural
"Em qual seção do livro de anatomia patológica fala sobre neoplasias?",searching_for_information, book_search, neoplasias, anatomia patológica
"Procuro conteúdo sobre história contemporânea?",searching_for_information, book_search, história contemporânea
"Onde encontro informações sobre geometria diferencial?",searching_for_information, book_search, geometria diferencial
"Quais são as melhores fontes para estudar sobre direito constitucional?",searching_for_information, book_search, direito constitucional
"Em qual parte do livro de genética posso estudar sobre mutações?",searching_for_information, book_search, mutações, genética
"Preciso de indicações de livros sobre psicologia analítica",searching_for_information, book_search, psicologia analítica
"Onde posso encontrar material sobre engenharia química?",searching_for_information, book_search, engenharia química
"Busco referências sobre gestão de projetos",searching_for_information, book_and_article_search, gestão de projetos
"Em qual capítulo do livro de microeconomia fala sobre oferta e demanda?",searching_for_information, book_search, oferta e demanda, microeconomia
"Procuro artigos sobre blockchain",searching_for_information, article_search, blockchain
"Onde encontro conteúdo sobre história moderna?",searching_for_information, book_search, história moderna
"Quais livros abordam bem o tema de física estatística?",searching_for_information, book_search, física estatística
"Em qual parte do manual de direito tributário posso estudar sobre impostos?",searching_for_information, book_search, impostos, manual de direito tributário
"Preciso de referências sobre análise de sistemas",searching_for_information, book_and_article_search, análise de sistemas
"Onde posso encontrar material sobre linguística cognitiva?",searching_for_information, book_search, linguística cognitiva
"Busco artigos sobre computação quântica",searching_for_information, article_search, computação quântica
"Em qual seção do livro de zoologia fala sobre vertebrados?",searching_for_information, book_search, vertebrados, zoologia
"Procuro conteúdo sobre história econômica?",searching_for_information, book_search, história econômica
"Onde encontro informações sobre análise funcional?",searching_for_information, book_search, análise funcional
"Quais são as melhores fontes para estudar sobre direito processual?",searching_for_information, book_search, direito processual
"Em qual parte do livro de biologia celular posso estudar sobre mitocôndrias?",searching_for_information, book_search, mitocôndrias, biologia celular
"Preciso de indicações de livros sobre neuropsicologia",searching_for_information, book_search, neuropsicologia
"Onde posso encontrar material sobre mecânica quântica avançada?",searching_for_information, book_search, mecânica quântica avançada
"Busco referências sobre gestão da cadeia de suprimentos",searching_for_information, book_and_article_search, gestão da cadeia de suprimentos
"Em qual capítulo do livro de virologia fala sobre coronavírus?",searching_for_information, book_search, coronavírus, virologia
"Procuro artigos sobre cybersegurança",searching_for_information, article_search, cybersegurança
"Onde encontro conteúdo sobre história da ciência?",searching_for_information, book_search, história da ciência
"Quais livros explicam bem termodinâmica estatística?",searching_for_information, book_search, termodinâmica estatística
"Em qual parte do manual de direito internacional posso estudar sobre tratados?",searching_for_information, book_search, tratados, manual de direito internacional
"Preciso de referências sobre finanças corporativas",searching_for_information, book_and_article_search, finanças corporativas
"Onde posso encontrar material sobre antropologia política?",searching_for_information, book_search, antropologia política
"Busco artigos sobre visão computacional",searching_for_information, article_search, visão computacional
"Em qual seção do livro de endocrinologia fala sobre diabetes?",searching_for_information, book_search, diabetes, endocrinologia
"Procuro conteúdo sobre história das religiões?",searching_for_information, book_search, história das religiões
"Onde encontro informações sobre topologia algébrica?",searching_for_information, book_search, topologia algébrica
"Quais são as melhores fontes para estudar sobre direito do trabalho?",searching_for_information, book_search, direito do trabalho
"Em qual parte do livro de química orgânica posso estudar sobre reações de adição?",searching_for_information, book_search, reações de adição, química orgânica
"Preciso de indicações de livros sobre psicologia educacional",searching_for_information, book_search, psicologia educacional
"Onde posso encontrar material sobre engenharia de produção?",searching_for_information, book_search, engenharia de produção
"Em qual parte do livro de evolução posso estudar sobre seleção natural?",searching_for_information, book_search, seleção natural, evolução
"Preciso de indicações de livros sobre psicometria",searching_for_information, book_search, psicometria
"Onde posso encontrar material sobre engenharia elétrica?",searching_for_information, book_search, engenharia elétrica
"Busco referências sobre gestão do conhecimento",searching_for_information, book_and_article_search, gestão do conhecimento
"Em qual capítulo do livro de farmacologia fala sobre antibióticos?",searching_for_information, book_search, antibióticos, farmacologia
"Procuro artigos sobre inteligência artificial generativa",searching_for_information, article_search, inteligência artificial generativa
"Onde encontro conteúdo sobre história da literatura?",searching_for_information, book_search, história da literatura
"Quais livros abordam bem o tema de cosmologia?",searching_for_information, book_search, cosmologia
"Em qual parte do manual de direito previdenciário posso estudar sobre aposentadoria?",searching_for_information, book_search, aposentadoria, manual de direito previdenciário
"Preciso de referências sobre economia internacional",searching_for_information, book_and_article_search, economia internacional
"Onde posso encontrar material sobre semiótica?",searching_for_information, book_search, semiótica
"Busco artigos sobre robótica",searching_for_information, article_search, robótica
"Em qual seção do livro de cardiologia fala sobre arritmias?",searching_for_information, book_search, arritmias, cardiologia
"Procuro conteúdo sobre história da educação?",searching_for_information, book_search, história da educação
"Onde encontro informações sobre equações diferenciais?",searching_for_information, book_search, equações diferenciais
"Quais são as melhores fontes para estudar sobre direito digital?",searching_for_information, book_search, direito digital
"Em qual parte do livro de oceanografia posso estudar sobre correntes marinhas?",searching_for_information, book_search, correntes marinhas, oceanografia
"Preciso de indicações de livros sobre psicologia cognitiva",searching_for_information, book_search, psicologia cognitiva
"Onde posso encontrar material sobre arquitetura de computadores?",searching_for_information, book_search, arquitetura de computadores
"Busco referências sobre gestão da informação",searching_for_information, book_and_article_search, gestão da informação
"Em qual capítulo do livro de neurologia fala sobre epilepsia?",searching_for_information, book_search, epilepsia, neurologia
"Procuro artigos sobre data science",searching_for_information, article_search, data science
"Onde encontro conteúdo sobre história do teatro?",searching_for_information, book_search, história do teatro
"Quais livros explicam bem mecânica dos sólidos?",searching_for_information, book_search, mecânica dos sólidos
"Em qual parte do manual de direito empresarial posso estudar sobre falência?",searching_for_information, book_search, falência, manual de direito empresarial
"Preciso de referências sobre marketing estratégico",searching_for_information, book_and_article_search, marketing estratégico
"Onde posso encontrar material sobre antropologia econômica?",searching_for_information, book_search, antropologia econômica
"Busco artigos sobre sistemas distribuídos",searching_for_information, article_search, sistemas distribuídos
"Em qual seção do livro de ginecologia fala sobre endometriose?",searching_for_information, book_search, endometriose, ginecologia
"Procuro conteúdo sobre história da arqueologia?",searching_for_information, book_search, história da arqueologia
"Onde encontro informações sobre teoria dos grafos?",searching_for_information, book_search, teoria dos grafos
"Quais são as melhores fontes para estudar sobre direito ambiental?",searching_for_information, book_search, direito ambiental
"Em qual parte do livro de imunologia posso estudar sobre vacinas?",searching_for_information, book_search, vacinas, imunologia
"Preciso de indicações de livros sobre psicologia do esporte",searching_for_information, book_search, psicologia do esporte
"Onde posso encontrar material sobre engenharia de materiais?",searching_for_information, book_search, engenharia de materiais
"Busco referências sobre gestão de riscos",searching_for_information, book_and_article_search, gestão de riscos
"Em qual capítulo do livro de citologia fala sobre divisão celular?",searching_for_information, book_search, divisão celular, citologia
"Procuro artigos sobre criptografia",searching_for_information, article_search, criptografia
"Onde encontro conteúdo sobre história da medicina?",searching_for_information, book_search, história da medicina
"Quais livros abordam bem o tema de astronomia?",searching_for_information, book_search, astronomia
"Em qual parte do manual de direito civil posso estudar sobre responsabilidade civil?",searching_for_information, book_search, responsabilidade civil, manual de direito civil
"Preciso de referências sobre logística empresarial",searching_for_information, book_and_article_search, logística empresarial
"Onde posso encontrar material sobre fonética e fonologia?",searching_for_information, book_search, fonética e fonologia
"Busco artigos sobre realidade aumentada",searching_for_information, article_search, realidade aumentada
"Em qual seção do livro de pediatria fala sobre desenvolvimento infantil?",searching_for_information, book_search, desenvolvimento infantil, pediatria
"Procuro conteúdo sobre história das artes?",searching_for_information, book_search, história das artes
"Onde encontro informações sobre análise complexa?",searching_for_information, book_search, análise complexa
"Quais são as melhores fontes para estudar sobre direito eleitoral?",searching_for_information, book_search, direito eleitoral
"Em qual parte do livro de botânica posso estudar sobre anatomia vegetal?",searching_for_information, book_search, anatomia vegetal, botânica
"Preciso de indicações de livros sobre psicologia jurídica",searching_for_information, book_search, psicologia jurídica
"Onde posso encontrar material sobre redes de computadores?",searching_for_information, book_search, redes de computadores
"Busco referências sobre gestão da qualidade total",searching_for_information, book_and_article_search, gestão da qualidade total
"Em qual capítulo do livro de oftalmologia fala sobre retina?",searching_for_information, book_search, retina, oftalmologia
"Procuro artigos sobre big data",searching_for_information, article_search, big data
"Onde encontro conteúdo sobre história da física?",searching_for_information, book_search, história da física
"Quais livros explicam bem eletrodinâmica?",searching_for_information, book_search, eletrodinâmica
"Em qual parte do manual de direito penal posso estudar sobre crimes cibernéticos?",searching_for_information, book_search, crimes cibernéticos, manual de direito penal
"Preciso de referências sobre comportamento organizacional",searching_for_information, book_and_article_search, comportamento organizacional
"Onde posso encontrar material sobre antropologia digital?",searching_for_information, book_search, antropologia digital
"Busco artigos sobre computação paralela",searching_for_information, article_search, computação paralela
"Em qual seção do livro de ortopedia fala sobre coluna vertebral?",searching_for_information, book_search, coluna vertebral, ortopedia
"Procuro conteúdo sobre história da antropologia?",searching_for_information, book_search, história da antropologia
"Onde encontro informações sobre teoria da probabilidade?",searching_for_information, book_search, teoria da probabilidade
"Quais são as melhores fontes para estudar sobre direito comercial?",searching_for_information, book_search, direito comercial
"Em qual parte do livro de biofísica posso estudar sobre radiação?",searching_for_information, book_search, radiação, biofísica
"Preciso de indicações de livros sobre psicologia evolutiva",searching_for_information, book_search, psicologia evolutiva
"Onde posso encontrar material sobre engenharia mecânica?",searching_for_information, book_search, engenharia mecânica
"Busco referências sobre gestão de vendas",searching_for_information, book_and_article_search, gestão de vendas
"Em qual capítulo do livro de dermatologia fala sobre psoríase?",searching_for_information, book_search, psoríase, dermatologia
"Procuro artigos sobre IoT",searching_for_information, article_search, IoT
"Onde encontro conteúdo sobre história da química?",searching_for_information, book_search, história da química
"Quais livros abordam bem o tema de geologia?",searching_for_information, book_search, geologia
"Em qual parte do manual de direito financeiro posso estudar sobre orçamento público?",searching_for_information, book_search, orçamento público, manual de direito financeiro
"Preciso de referências sobre planejamento estratégico",searching_for_information, book_and_article_search, planejamento estratégico
"Onde posso encontrar material sobre morfologia linguística?",searching_for_information, book_search, morfologia linguística
"Busco artigos sobre computação em grid",searching_for_information, article_search, computação em grid
"Em qual seção do livro de psiquiatria fala sobre esquizofrenia?",searching_for_information, book_search, esquizofrenia, psiquiatria
"Procuro conteúdo sobre história da astronomia?",searching_for_information, book_search, história da astronomia
"Onde encontro informações sobre teoria da medida?",searching_for_information, book_search, teoria da medida
"Quais são as melhores fontes para estudar sobre direito do consumidor?",searching_for_information, book_search, direito do consumidor
"Em qual parte do livro de zoologia posso estudar sobre invertebrados?",searching_for_information, book_search, invertebrados, zoologia
"Preciso de indicações de livros sobre psicologia positiva",searching_for_information, book_search, psicologia positiva
"Onde posso encontrar material sobre arquitetura de software?",searching_for_information, book_search, arquitetura de software
"Busco referências sobre gestão de custos",searching_for_information, book_and_article_search, gestão de custos
"Em qual capítulo do livro de nefrologia fala sobre insuficiência renal?",searching_for_information, book_search, insuficiência renal, nefrologia
"Procuro artigos sobre mineração de dados",searching_for_information, article_search, mineração de dados
"Onde encontro conteúdo sobre história da biologia?",searching_for_information, book_search, história da biologia
"Quais livros explicam bem física nuclear?",searching_for_information, book_search, física nuclear
"Em qual parte do manual de direito administrativo posso estudar sobre servidores públicos?",searching_for_information, book_search, servidores públicos, manual de direito administrativo
"Preciso de referências sobre gestão da produção",searching_for_information, book_and_article_search, gestão da produção
"Onde posso encontrar material sobre antropologia da religião?",searching_for_information, book_search, antropologia da religião
"Busco artigos sobre segurança da informação",searching_for_information, article_search, segurança da informação
"Em qual seção do livro de reumatologia fala sobre artrite?",searching_for_information, book_search, artrite, reumatologia
"Procuro conteúdo sobre história da geografia?",searching_for_information, book_search, história da geografia
"Onde encontro informações sobre teoria das categorias?",searching_for_information, book_search, teoria das categorias
"Quais são as melhores fontes para estudar sobre direito marítimo?",searching_for_information, book_search, direito marítimo
"Em qual parte do livro de microbiologia posso estudar sobre vírus?",searching_for_information, book_search, vírus, microbiologia
"Preciso de indicações de livros sobre psicologia infantil",searching_for_information, book_search, psicologia infantil
"Onde posso encontrar material sobre engenharia civil?",searching_for_information, book_search, engenharia civil
"Busco referências sobre gestão ambiental empresarial",searching_for_information, book_and_article_search, gestão ambiental empresarial
"Em qual capítulo do livro de hematologia fala sobre anemias?",searching_for_information, book_search, anemias, hematologia
"Procuro artigos sobre computação cognitiva",searching_for_information, article_search, computação cognitiva
"Onde encontro conteúdo sobre história da sociologia?",searching_for_information, book_search, história da sociologia
"Quais livros abordam bem o tema de química quântica?",searching_for_information, book_search, química quântica
"Em qual parte do manual de direito tributário posso estudar sobre execução fiscal?",searching_for_information, book_search, execução fiscal, manual de direito tributário
"Preciso de referências sobre análise de investimentos",searching_for_information, book_and_article_search, análise de investimentos
"Onde posso encontrar material sobre sintaxe linguística?",searching_for_information, book_search, sintaxe linguística
"Busco artigos sobre fog computing",searching_for_information, article_search, fog computing
"Em qual seção do livro de pneumologia fala sobre asma?",searching_for_information, book_search, asma, pneumologia
"Procuro conteúdo sobre história da tecnologia da informação?",searching_for_information, book_search, história da tecnologia da informação
"Onde encontro informações sobre álgebra linear avançada?",searching_for_information, book_search, álgebra linear avançada
"Quais são as melhores fontes para estudar sobre direito urbanístico?",searching_for_information, book_search, direito urbanístico
"Em qual parte do livro de ecologia posso estudar sobre biomas?",searching_for_information, book_search, biomas, ecologia
"Preciso de indicações de livros sobre psicologia transpessoal",searching_for_information, book_search, psicologia transpessoal
"Onde posso encontrar material sobre sistemas embarcados?",searching_for_information, book_search, sistemas embarcados
"Busco referências sobre gestão da inovação tecnológica",searching_for_information, book_and_article_search, gestão da inovação tecnológica
"Em qual capítulo do livro de gastroenterologia fala sobre úlcera?",searching_for_information, book_search, úlcera, gastroenterologia
"Procuro artigos sobre edge computing",searching_for_information, article_search, edge computing
"Onde encontro conteúdo sobre história da matemática aplicada?",searching_for_information, book_search, história da matemática aplicada
"Quais livros explicam bem teoria da relatividade?",searching_for_information, book_search, teoria da relatividade
"Em qual parte do manual de direito do trabalho posso estudar sobre férias?",searching_for_information, book_search, férias, manual de direito do trabalho
"Preciso de referências sobre análise de riscos",searching_for_information, book_and_article_search, análise de riscos
"Onde posso encontrar material sobre antropologia visual?",searching_for_information, book_search, antropologia visual
"Busco artigos sobre computação móvel",searching_for_information, article_search, computação móvel
"Em qual seção do livro de oncologia fala sobre câncer de mama?",searching_for_information, book_search, câncer de mama, oncologia
"Procuro conteúdo sobre história da psicologia?",searching_for_information, book_search, história da psicologia
"No livro Hands-On Machine Learning, o que é uma rede neural?",question_answering,book_question,redes neurais,Hands-On Machine Learning
